MM #,m_rad [arcsec],m_azi [arcsec],sigma_rad [arcsec],sigma_azi [arcsec],distribution,alpha_rad,alpha_azi,Unnamed: 8.1,Unnamed: 9.1,Standard MM_PSF distributions,sigma_rad_,sigma_azi_,alpha_rad_,alpha_azi_,Unnamed: 15.1,Unnamed: 16.1,Unnamed: 8,Unnamed: 9,Unnamed: 15,Unnamed: 16,m_rad,m_azi,sigma_rad,sigma_azi,weight,theta_degrees,theta_position,mux,muy,sigmax,sigmay,source
12,,,,,pseudo-voigt,0.8459082453348209,0.2862442077187648,,,,,,,,,,,,,,-3.6973947823313697e-06,3.0720709890789724e-05,9.999999999999999e-06,9.999999999999999e-06,0.0021275755199999997,-81.47539364108695,-81.47539364108695,2.983323636469088e-05,8.210405128796163e-06,9.999999999999999e-06,9.999999999999999e-06,opt
13,,,,,pseudo-voigt,0.789882011775209,0.2586521866111388,,,,,,,,,,,,,,-1.1938187206166271e-06,-4.2604527302063424e-05,9.999999999999999e-06,9.999999999999999e-06,0.001983757104,83.07283605550452,83.07283605550452,-4.214954242146421e-05,6.323529349275727e-06,9.999999999999999e-06,9.999999999999999e-06,opt
14,,,,,pseudo-voigt,0.6952316195229619,0.3047172050596247,,,,,,,,,,,,,,1.42995457306327e-06,-2.532478129431942e-05,9.999999999999999e-06,9.999999999999999e-06,0.001983757104,60.0,60.0,2.2646881232697206e-05,-1.142401366062919e-05,9.999999999999999e-06,9.999999999999999e-06,opt
15,,,,,pseudo-voigt,0.6840776221676219,0.2374162236214889,,,,,,,,,,,,,,2.471471451943501e-06,1.3064607651140552e-05,9.999999999999999e-06,9.999999999999999e-06,0.001983757104,-11.536418027752276,-11.536418027752276,5.034342917916188e-06,1.2306402220016993e-05,9.999999999999999e-06,9.999999999999999e-06,opt
16,,,,,pseudo-voigt,0.8518906861107731,0.2949757063544478,,,,,,,,,,,,,,1.910766588844358e-06,-9.36634713791772e-06,9.999999999999999e-06,9.999999999999999e-06,0.001983757104,-23.072836055504553,-23.072836055504553,-1.9127612648744148e-06,-9.365939995997167e-06,9.999999999999999e-06,9.999999999999999e-06,opt
17,,,,,pseudo-voigt,0.6569144381349988,0.2801690216282846,,,,,,,,,,,,,,1.355003814536361e-06,8.30893941406672e-06,9.999999999999999e-06,9.999999999999999e-06,0.001983757104,23.07283605550451,23.07283605550451,-2.009668002052691e-06,8.175313085476609e-06,9.999999999999999e-06,9.999999999999999e-06,opt
18,,,,,pseudo-voigt,0.7172456756269767,0.2694349205483221,,,,,,,,,,,,,,1.251273344371622e-06,-2.159232209185642e-05,9.999999999999999e-06,9.999999999999999e-06,0.0023533133866666667,-48.40254404345495,-48.40254404345495,1.531662212217911e-05,1.527072837382616e-05,9.999999999999999e-06,9.999999999999999e-06,opt
19,,,,,pseudo-voigt,0.8497521585254127,0.3157133959874089,,,,,,,,,,,,,,1.3047852167969849e-06,-2.225558252809418e-05,9.999999999999999e-06,9.999999999999999e-06,0.0023533133866666667,48.40254404345498,48.40254404345498,1.7509575969675607e-05,-1.3799571279171737e-05,9.999999999999999e-06,9.999999999999999e-06,opt
20,,,,,pseudo-voigt,0.9170554595387828,0.3257696227596356,,,,,,,,,,,,,,3.352511411516808e-06,1.1473034236137058e-05,9.999999999999999e-06,9.999999999999999e-06,0.0023533133866666667,-48.40254404345498,-48.40254404345498,1.0805560192510248e-05,5.1097667533813475e-06,9.999999999999999e-06,9.999999999999999e-06,opt
21,,,,,pseudo-voigt,0.7517065225752787,0.3200676750756927,,,,,,,,,,,,,,5.9023032389745126e-06,1.828786119940933e-05,9.999999999999999e-06,9.999999999999999e-06,0.0023533133866666667,11.597455956545005,11.597455956545005,2.1053131826871323e-06,1.91010656031666e-05,9.999999999999999e-06,9.999999999999999e-06,opt
22,,,,,pseudo-voigt,0.6840149234892747,0.3132620604543345,,,,,,,,,,,,,,-1.9890365461101818e-06,9.818423099939199e-06,9.999999999999999e-06,9.999999999999999e-06,0.0023533133866666667,-23.194911913089996,-23.194911913089996,-2.038823565995344e-06,-9.80820559623031e-06,9.999999999999999e-06,9.999999999999999e-06,opt
23,,,,,pseudo-voigt,0.7857142957138818,0.2869982637318513,,,,,,,,,,,,,,-3.353388393711562e-07,-4.038070391665637e-05,9.999999999999999e-06,9.999999999999999e-06,0.0021710265733333334,45.44464338117625,45.44464338117625,2.853892339770506e-05,-2.8569976413042085e-05,9.999999999999999e-06,9.999999999999999e-06,opt
24,,,,,pseudo-voigt,0.5985548512933923,0.2908451056810665,,,,,,,,,,,,,,3.409805864978168e-06,-6.808097904857154e-05,9.999999999999999e-06,9.999999999999999e-06,0.0021710265733333334,74.55535661882374,74.55535661882374,6.653050812857954e-05,-1.4843785649283987e-05,9.999999999999999e-06,9.999999999999999e-06,opt
25,,,,,pseudo-voigt,0.833424838822311,0.2734828427824037,,,,,,,,,,,,,,1.071292985780027e-06,4.1665460995933265e-06,9.999999999999999e-06,9.999999999999999e-06,0.0021710265733333334,-45.444643381176206,-45.444643381176206,-3.720585026174794e-06,-2.1598662283627086e-06,9.999999999999999e-06,9.999999999999999e-06,opt
26,,,,,pseudo-voigt,0.7383201908137915,0.2894369612307691,,,,,,,,,,,,,,1.0514698719716749e-05,8.829276972317434e-06,9.999999999999999e-06,9.999999999999999e-06,0.0021710265733333334,-4.851785539607874,-4.851785539607874,-1.1223789395109466e-05,-7.908322997610569e-06,9.999999999999999e-06,9.999999999999999e-06,opt
27,,,,,pseudo-voigt,0.829749694731514,0.3531671374737339,,,,,,,,,,,,,,2.508961426858499e-06,4.687396956629551e-05,9.999999999999999e-06,9.999999999999999e-06,0.0021710265733333334,55.1482144603921,55.1482144603921,3.703256862352235e-05,-2.8845324950285605e-05,9.999999999999999e-06,9.999999999999999e-06,opt
28,,,,,pseudo-voigt,0.6747094837858281,0.2821860558888039,,,,,,,,,,,,,,-3.181035253324727e-06,4.613425398689863e-05,9.999999999999999e-06,9.999999999999999e-06,0.0021710265733333334,-55.14821446039207,-55.14821446039207,3.6041473281053037e-05,2.897413639682306e-05,9.999999999999999e-06,9.999999999999999e-06,opt
29,,,,,pseudo-voigt,0.8177102201054942,0.3180283111299446,,,,,,,,,,,,,,6.682367003920003e-06,-5.5014350600069104e-05,9.999999999999999e-06,9.999999999999999e-06,0.0020396265066666666,-51.65617782116013,-51.65617782116013,-3.9002270476764037e-05,-3.937074673383453e-05,9.999999999999999e-06,9.999999999999999e-06,opt
30,,,,,pseudo-voigt,0.8009686180156025,0.267632202477071,,,,,,,,,,,,,,-1.665911599928415e-06,-9.715475378986e-05,9.999999999999999e-06,9.999999999999999e-06,0.0020396265066666666,85.03146653651956,85.03146653651956,9.664540406885988e-05,-1.0074091412821865e-05,9.999999999999999e-06,9.999999999999999e-06,opt
31,,,,,pseudo-voigt,0.6103456153317439,0.2987542038441074,,,,,,,,,,,,,,-4.0107262266059695e-06,-2.4575601704340522e-05,9.999999999999999e-06,9.999999999999999e-06,0.0020396265066666666,43.3123556423203,43.3123556423203,1.3939951174837956e-05,-2.0633077454376592e-05,9.999999999999999e-06,9.999999999999999e-06,opt
32,,,,,pseudo-voigt,0.9240776824129568,0.3187905418590231,,,,,,,,,,,,,,-2.44993407324561e-07,1.674556793496413e-05,9.999999999999999e-06,9.999999999999999e-06,0.0020396265066666666,51.65617782116015,51.65617782116015,-1.3285573022936915e-05,1.0196451180991463e-05,9.999999999999999e-06,9.999999999999999e-06,opt
33,,,,,pseudo-voigt,0.7062183379783776,0.2895132777786235,,,,,,,,,,,,,,1.816445095709281e-06,4.6145045275195166e-05,9.999999999999999e-06,9.999999999999999e-06,0.0020396265066666666,-34.96853346348044,-34.96853346348044,2.7935463859252352e-05,3.6773285618828564e-05,9.999999999999999e-06,9.999999999999999e-06,opt
34,,,,,pseudo-voigt,0.8240375548768755,0.3201453436564796,,,,,,,,,,,,,,-6.089321173024544e-06,6.226929439643537e-05,9.999999999999999e-06,9.999999999999999e-06,0.0020396265066666666,51.656177821160185,51.656177821160185,5.261562635206115e-05,-3.385470012507083e-05,9.999999999999999e-06,9.999999999999999e-06,opt
35,,,,,pseudo-voigt,0.6550078631475045,0.3356748724850168,,,,,,,,,,,,,,5.1182070892304e-06,3.560538763220871e-05,9.999999999999999e-06,9.999999999999999e-06,0.0020396265066666666,-34.968533463480426,-34.968533463480426,-2.4600591767457368e-05,-2.6244057554787482e-05,9.999999999999999e-06,9.999999999999999e-06,opt
36,,,,,pseudo-voigt,0.6329315752074484,0.3064509259393936,,,,,,,,,,,,,,9.105011907053076e-08,-2.626492341418962e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022554929066666667,-16.73059840142797,-16.73059840142797,7.473740090046088e-06,2.5179310974366772e-05,9.999999999999999e-06,9.999999999999999e-06,opt
37,,,,,pseudo-voigt,0.7074116766666891,0.3283188352698079,,,,,,,,,,,,,,1.66387259329646e-06,-5.571560085106971e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022554929066666667,51.63470079928604,51.63470079928604,-4.471762455977216e-05,3.327657890970321e-05,9.999999999999999e-06,9.999999999999999e-06,opt
38,,,,,pseudo-voigt,0.7465857441629444,0.3081197122836798,,,,,,,,,,,,,,-1.407587581260273e-06,-4.752609533138791e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022554929066666667,51.634700799286,51.634700799286,3.639011051404356e-05,-3.0601811989207216e-05,9.999999999999999e-06,9.999999999999999e-06,opt
39,,,,,pseudo-voigt,0.648778704501608,0.2557409335864941,,,,,,,,,,,,,,-7.011991243756766e-06,1.5890200021403133e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022554929066666667,-16.730598401427983,-16.730598401427983,-2.14082229467809e-06,1.7236106225749797e-05,9.999999999999999e-06,9.999999999999999e-06,opt
40,,,,,pseudo-voigt,0.7970127533811256,0.3406534064438296,,,,,,,,,,,,,,2.060808679691348e-06,5.254896264361281e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022554929066666667,-43.26940159857202,-43.26940159857202,3.751916907989748e-05,3.6850405138725005e-05,9.999999999999999e-06,9.999999999999999e-06,opt
41,,,,,pseudo-voigt,0.7059686638956498,0.2833000697773581,,,,,,,,,,,,,,-1.0258642312311099e-05,0.0001247231049714928,9.999999999999999e-06,9.999999999999999e-06,0.0022554929066666667,85.09589760214199,85.09589760214199,-0.00012514350935195144,4.412741778020624e-07,9.999999999999999e-06,9.999999999999999e-06,opt
42,,,,,pseudo-voigt,0.844130929963957,0.3113136834126231,,,,,,,,,,,,,,-2.693297212265596e-06,8.220489821575508e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022554929066666667,68.36529920071399,68.36529920071399,-7.740682489155523e-05,2.7804362980373372e-05,9.999999999999999e-06,9.999999999999999e-06,opt
43,,,,,pseudo-voigt,0.5975893375462631,0.2921438972591241,,,,,,,,,,,,,,-4.11263160492507e-06,4.919925913191949e-07,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,-16.766142652965556,-16.766142652965556,3.795880995193353e-06,-1.6574326224831753e-06,9.999999999999999e-06,9.999999999999999e-06,opt
44,,,,,pseudo-voigt,0.6487573560824341,0.3192992405575061,,,,,,,,,,,,,,-3.4699543808807897e-06,-6.366875312713862e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,-60.0,-60.0,-5.687373482582236e-05,-2.8829307919753434e-05,9.999999999999999e-06,9.999999999999999e-06,opt
45,,,,,pseudo-voigt,0.7644882917830554,0.3265354737551159,,,,,,,,,,,,,,1.8957071044009749e-06,-4.5822771448415676e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,-51.61692867351715,-51.61692867351715,3.4742338981402e-05,2.993810232364052e-05,9.999999999999999e-06,9.999999999999999e-06,opt
46,,,,,pseudo-voigt,0.8049869208055183,0.2722103463814949,,,,,,,,,,,,,,1.669784482110521e-06,-8.870517108054525e-06,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,-25.14921397944846,-25.14921397944846,-2.258270883229979e-06,-8.739248628969245e-06,9.999999999999999e-06,9.999999999999999e-06,opt
47,,,,,pseudo-voigt,0.7936139864460331,0.2954614525722571,,,,,,,,,,,,,,8.014510577629865e-06,4.139325948368596e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,-25.149213979448476,-25.149213979448476,-2.4845955249102214e-05,-3.4063364752213014e-05,9.999999999999999e-06,9.999999999999999e-06,opt
48,,,,,pseudo-voigt,0.6829559485972044,0.2542437826477947,,,,,,,,,,,,,,9.184879310911438e-06,7.70494396922318e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,-68.38307132648282,-68.38307132648282,7.501407639725493e-05,1.9846070319075174e-05,9.999999999999999e-06,9.999999999999999e-06,opt
49,,,,,pseudo-voigt,0.7801107590182444,0.2338762247758548,,,,,,,,,,,,,,8.453030977891097e-06,5.972889848972791e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,-59.99999999999997,-59.99999999999997,-5.5953258921111905e-05,-2.2543909679033487e-05,9.999999999999999e-06,9.999999999999999e-06,opt
50,,,,,pseudo-voigt,0.755203103067283,0.2514932641781377,,,,,,,,,,,,,,2.544648133643265e-06,-7.217947865698812e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,63.67406796615316,63.67406796615316,-6.582193477225749e-05,2.9729199050013783e-05,9.999999999999999e-06,9.999999999999999e-06,opt
51,,,,,pseudo-voigt,0.7825834185617647,0.271122891690588,,,,,,,,,,,,,,-4.60158005851735e-06,-0.00011257697220691793,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,85.71847576307192,85.71847576307192,-0.00011191925816118668,1.2993416139020838e-05,9.999999999999999e-06,9.999999999999999e-06,opt
52,,,,,pseudo-voigt,0.8378827445866552,0.2795895028361949,,,,,,,,,,,,,,3.5947963240441856e-06,-0.00010904269722931357,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,-85.71847576307187,-85.71847576307187,0.00010847001004989695,1.1725583116858983e-05,9.999999999999999e-06,9.999999999999999e-06,opt
53,,,,,pseudo-voigt,0.6879932100812882,0.2608497694336787,,,,,,,,,,,,,,1.8286120540242788e-06,-1.0640122628735836e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,18.370339830765644,18.370339830765644,-5.088742235175182e-06,9.521593042269956e-06,9.999999999999999e-06,9.999999999999999e-06,opt
54,,,,,pseudo-voigt,0.8246789121718295,0.2354027075260376,,,,,,,,,,,,,,-4.2161696617650064e-07,-1.4694630173915207e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,-25.718475763071865,-25.718475763071865,6.756579649133804e-06,1.3055977491525408e-05,9.999999999999999e-06,9.999999999999999e-06,opt
55,,,,,pseudo-voigt,0.8061059066277314,0.3255146802593751,,,,,,,,,,,,,,-4.709093202672926e-06,0.00011035978970365734,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,-78.3703398307656,-78.3703398307656,-0.00010714493404173749,-2.685929729942049e-05,9.999999999999999e-06,9.999999999999999e-06,opt
56,,,,,pseudo-voigt,0.8297500008190792,0.2458898561488594,,,,,,,,,,,,,,-3.0326498934457206e-08,0.00011938742444420647,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,78.37033983076564,78.37033983076564,-0.00011694263657718011,2.4037008663625824e-05,9.999999999999999e-06,9.999999999999999e-06,opt
57,,,,,pseudo-voigt,0.8275641857906526,0.2998566058129453,,,,,,,,,,,,,,-2.757103258154251e-06,1.3108935401279096e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,-11.022203898459395,-11.022203898459395,-1.999540392192888e-07,1.3394245932983052e-05,9.999999999999999e-06,9.999999999999999e-06,opt
58,,,,,pseudo-voigt,0.7153650514984444,0.2430410531982918,,,,,,,,,,,,,,-3.265732132051926e-06,-3.299989923594991e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,-18.397993442072718,-18.397993442072718,-1.3514100778679414e-05,-3.028246086573647e-05,9.999999999999999e-06,9.999999999999999e-06,opt
59,,,,,pseudo-voigt,0.7194818078169019,0.232737543598911,,,,,,,,,,,,,,4.408330059579122e-06,-4.707585341271198e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,41.60200655792727,41.60200655792727,-3.455256419746095e-05,3.2275217363012055e-05,9.999999999999999e-06,9.999999999999999e-06,opt
60,,,,,pseudo-voigt,0.7507703295284872,0.2904694313081103,,,,,,,,,,,,,,-1.542805491296215e-06,-4.8330105197076026e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,56.32040131158546,56.32040131158546,3.9362416012874547e-05,-2.808521893761568e-05,9.999999999999999e-06,9.999999999999999e-06,opt
61,,,,,pseudo-voigt,0.7436336838883897,0.3071084242676698,,,,,,,,,,,,,,-3.066525417166675e-06,1.2933644016295269e-06,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,-41.60200655792727,-41.60200655792727,-1.4343381493253504e-06,3.003172269937521e-06,9.999999999999999e-06,9.999999999999999e-06,opt
62,,,,,pseudo-voigt,0.5853906161154707,0.2945792506167218,,,,,,,,,,,,,,-2.2264824541127145e-06,-7.307967321074718e-06,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,-11.038796065243645,-11.038796065243645,3.5845705684005876e-06,6.746440863486765e-06,9.999999999999999e-06,9.999999999999999e-06,opt
63,,,,,pseudo-voigt,0.9544660876082602,0.2587459073215618,,,,,,,,,,,,,,5.056512290995468e-06,0.00013278152993714075,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,-85.75719081890182,-85.75719081890182,-0.00013279173687264477,-4.780965105819515e-06,9.999999999999999e-06,9.999999999999999e-06,opt
64,,,,,pseudo-voigt,0.751272503255551,0.3186341386781596,,,,,,,,,,,,,,1.1405399243240449e-05,9.552231114958511e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,-71.03879606524367,-71.03879606524367,-9.40450884791771e-05,-2.025133062787764e-05,9.999999999999999e-06,9.999999999999999e-06,opt
65,,,,,pseudo-voigt,0.823914407432985,0.307395470925367,,,,,,,,,,,,,,-3.598268833054437e-06,6.912792439494201e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,-78.39799344207273,-78.39799344207273,6.699186109843589e-05,1.7427220556233922e-05,9.999999999999999e-06,9.999999999999999e-06,opt
66,,,,,pseudo-voigt,0.7987206180604955,0.3015660653507908,,,,,,,,,,,,,,4.295396534626876e-06,-6.584405408642787e-05,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,48.94686560909024,48.94686560909024,5.247409570293916e-05,-4.0004489374130336e-05,9.999999999999999e-06,9.999999999999999e-06,opt
67,,,,,pseudo-voigt,0.7638297014278899,0.310718945831125,,,,,,,,,,,,,,-6.652527661216242e-06,-0.00012885655757364497,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,85.79064691212281,85.79064691212281,-0.0001280206659061047,1.609278269818058e-05,9.999999999999999e-06,9.999999999999999e-06,opt
68,,,,,pseudo-voigt,0.5631398710210814,0.2776729361158065,,,,,,,,,,,,,,1.601901508092358e-06,-7.247759005365771e-05,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,-63.68437813030326,-63.68437813030326,-6.425627000545501e-05,-3.3566336014134076e-05,9.999999999999999e-06,9.999999999999999e-06,opt
69,,,,,pseudo-voigt,0.7441161933862971,0.2562147513849919,,,,,,,,,,,,,,5.832337266333673e-06,-1.4477520686179395e-05,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,18.42189065151625,18.42189065151625,-1.0108524833932646e-05,1.189253921115183e-05,9.999999999999999e-06,9.999999999999999e-06,opt
70,,,,,pseudo-voigt,0.8051481064532672,0.2431437697627142,,,,,,,,,,,,,,6.30040085902018e-07,-2.4772547324861397e-05,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,11.053134390909776,11.053134390909776,5.367726789595461e-06,-2.4192221075887182e-05,9.999999999999999e-06,9.999999999999999e-06,opt
71,,,,,pseudo-voigt,0.6674847181819313,0.3039654311403233,,,,,,,,,,,,,,-5.7211330105674615e-06,8.545359188524795e-05,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,-48.94686560909025,-48.94686560909025,-6.068322241186196e-05,-6.043669619302178e-05,9.999999999999999e-06,9.999999999999999e-06,opt
72,,,,,pseudo-voigt,0.9693838219716276,0.3213664275640817,,,,,,,,,,,,,,-2.8337678416284146e-06,6.709839817450824e-05,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,34.20935308787721,34.20935308787721,-4.006744733234569e-05,5.3896427915352634e-05,9.999999999999999e-06,9.999999999999999e-06,opt
73,,,,,pseudo-voigt,0.6615989873569391,0.3607600507833251,,,,,,,,,,,,,,-6.314104353279377e-06,5.523558948216141e-05,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,-34.20935308787719,-34.20935308787719,2.5832770272183235e-05,4.9229119830549155e-05,9.999999999999999e-06,9.999999999999999e-06,opt
74,,,,,pseudo-voigt,0.8532426240116363,0.2236705236849021,,,,,,,,,,,,,,6.96259219883291e-07,-5.208932241140482e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,-26.22968628752176,-26.22968628752176,2.2397388405336216e-05,4.7033384726182134e-05,9.999999999999999e-06,9.999999999999999e-06,opt
75,,,,,pseudo-voigt,0.8622055670717876,0.3009937418593609,,,,,,,,,,,,,,2.380682034664259e-06,-6.980482677472447e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,46.88515685623915,46.88515685623915,-5.2583601234456957e-05,4.597114713834188e-05,9.999999999999999e-06,9.999999999999999e-06,opt
76,,,,,pseudo-voigt,0.8201115096431242,0.2868644208729223,,,,,,,,,,,,,,-3.0498430975636957e-06,-9.94300289119606e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,79.67226471564132,79.67226471564132,-9.727232913381637e-05,2.0826093662412292e-05,9.999999999999999e-06,9.999999999999999e-06,opt
77,,,,,pseudo-voigt,0.810423205940342,0.2655573261792257,,,,,,,,,,,,,,-2.999665502439275e-06,-7.721344360894144e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,-66.55742157188041,-66.55742157188041,-7.203354347229942e-05,-2.7965737642730843e-05,9.999999999999999e-06,9.999999999999999e-06,opt
78,,,,,pseudo-voigt,0.8165100176594445,0.2766978940383274,,,,,,,,,,,,,,1.304744447146972e-06,-4.3839298213483475e-06,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,-53.44257842811956,-53.44257842811956,-2.7442944389812573e-06,-3.6592412851634636e-06,9.999999999999999e-06,9.999999999999999e-06,opt
79,,,,,pseudo-voigt,0.8950485915361436,0.2791065450700332,,,,,,,,,,,,,,2.2110398760301e-06,5.5458312952906994e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,-33.7703137124783,-33.7703137124783,3.2665311319690655e-05,4.487193565363161e-05,9.999999999999999e-06,9.999999999999999e-06,opt
80,,,,,pseudo-voigt,0.8593895477670251,0.2864624319089646,,,,,,,,,,,,,,-4.126025794539042e-06,0.00010406362252327486,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,-73.11484314376085,-73.11484314376085,9.837889933173556e-05,3.4173875808870135e-05,9.999999999999999e-06,9.999999999999999e-06,opt
81,,,,,pseudo-voigt,0.6497066162866663,0.3292054467154034,,,,,,,,,,,,,,-2.556802185758415e-06,0.000122721861619031,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,-79.67226471564126,-79.67226471564126,0.00012027518779198515,2.451676484082672e-05,9.999999999999999e-06,9.999999999999999e-06,opt
82,,,,,pseudo-voigt,0.735188470287858,0.3218534252097113,,,,,,,,,,,,,,-2.5000667486111818e-06,-1.2492767571858892e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,33.77031371247829,33.77031371247829,4.866055145071637e-06,-1.177459479885071e-05,9.999999999999999e-06,9.999999999999999e-06,opt
83,,,,,pseudo-voigt,0.8476114512054346,0.3492490324893227,,,,,,,,,,,,,,-4.6771204200366795e-06,9.439390778244406e-07,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,-13.127901348580963,-13.127901348580963,4.3404934110473095e-06,-1.9815633612940697e-06,9.999999999999999e-06,9.999999999999999e-06,opt
84,,,,,pseudo-voigt,0.9024561929852948,0.3068598512023778,,,,,,,,,,,,,,-6.1785619255537625e-06,-0.00012566864014996982,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,-73.12790134858096,-73.12790134858096,0.00012205248025683612,3.056098505881566e-05,9.999999999999999e-06,9.999999999999999e-06,opt
85,,,,,pseudo-voigt,0.6682870596086826,0.279407282912409,,,,,,,,,,,,,,8.526230168750224e-07,-0.00013656252044653107,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,-79.69185202287153,-79.69185202287153,-0.00013420577665723517,-2.527564971561475e-05,9.999999999999999e-06,9.999999999999999e-06,opt
86,,,,,pseudo-voigt,0.6903689765979125,0.272620178044131,,,,,,,,,,,,,,2.662377771385281e-06,-6.098876504615581e-05,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,-53.43604932570946,-53.43604932570946,4.7399684810317405e-05,3.8470606924447266e-05,9.999999999999999e-06,9.999999999999999e-06,opt
87,,,,,pseudo-voigt,0.8026483047477173,0.2656695263825486,,,,,,,,,,,,,,6.561121336827147e-07,-1.4203918252241828e-05,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,-19.691852022871473,-19.691852022871473,4.168430050766064e-06,1.3594335870508891e-05,9.999999999999999e-06,9.999999999999999e-06,opt
88,,,,,pseudo-voigt,0.7350966083387359,0.2957032073415667,,,,,,,,,,,,,,2.1380005476362358e-06,0.00011000121321647854,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,60.00000000000001,60.00000000000001,-9.419484481876089e-05,5.6852169395797306e-05,9.999999999999999e-06,9.999999999999999e-06,opt
89,,,,,pseudo-voigt,0.7753000609188263,0.2764577658609647,,,,,,,,,,,,,,-4.742510810590119e-06,0.00015740893133081428,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,86.25580269716198,86.25580269716198,0.00015738264433312718,-5.546740863782756e-06,9.999999999999999e-06,9.999999999999999e-06,opt
90,,,,,pseudo-voigt,0.7814804664587898,0.2912979034542534,,,,,,,,,,,,,,5.979769195345458e-06,7.362806353240179e-05,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,-40.3081479771285,-40.3081479771285,5.218989459537252e-05,5.227871728806002e-05,9.999999999999999e-06,9.999999999999999e-06,opt
91,,,,,pseudo-voigt,0.6435138603064344,0.2846485693356988,,,,,,,,,,,,,,-7.617759694745908e-06,4.249253770685443e-05,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,26.255802697162025,26.255802697162025,2.5629648187412285e-05,-3.4738554335562314e-05,9.999999999999999e-06,9.999999999999999e-06,opt
92,,,,,pseudo-voigt,0.7952686080982133,0.2749443170511785,,,,,,,,,,,,,,-3.5006092232732457e-06,-1.860353036221152e-05,9.999999999999999e-06,9.999999999999999e-06,0.002535881662222222,-6.569742989289281,-6.569742989289281,5.606099198822682e-06,1.808085337158485e-05,9.999999999999999e-06,9.999999999999999e-06,opt
93,,,,,pseudo-voigt,0.8036789311271981,0.2887155663543919,,,,,,,,,,,,,,-7.351762092072546e-06,-0.00012304128364135832,9.999999999999999e-06,9.999999999999999e-06,0.002535881662222222,79.70922896786794,79.70922896786794,0.00011974867390866751,-2.921405454720776e-05,9.999999999999999e-06,9.999999999999999e-06,opt
